"year","country","school_id","student_id","mother_educ","father_educ","gender","computer","internet","math","read","science","stu_wgt","desk","room","dishwasher","television","computer_n","car","book","wealth","escs"
2018,"ARE","78400112",78406159,"ISCED 3A","ISCED 3A","male","yes","yes",556.499,515.965,493.202,1.74286,"yes","yes",NA,"1","3+","1","11-25",-0.2132,0.8609
2018,"ARE","78400112",78406204,"ISCED 2","ISCED 3A","male","yes","yes",593.985,442.063,449.31,1.8217,"yes","yes",NA,"1","1","1","26-100",-0.6242,-0.5497
2018,"ARE","78400112",78406274,"ISCED 3A","ISCED 3A","male","yes","yes",603.954,521.434,614.153,1.74286,"yes","yes",NA,"3+","1","3+","0-10",0.1909,0.5822
2018,"ARE","78400112",78406363,"ISCED 3A","ISCED 3A","female","yes","yes",554.325,459.031,507.433,1.74286,"yes","yes",NA,"2","2",NA,"26-100",0.5793,1.1184
2018,"ARE","78400112",78406865,"ISCED 3A","ISCED 3A","male","yes","yes",460.074,530.936,523.687,1.74286,"yes","yes",NA,"2","2","1","101-200",-0.0713,-0.2977
2018,"ARE","78400112",78407052,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",482.302,414.158,454.876,1.74286,"yes","yes",NA,"1","2","1","11-25",-0.8097,0.5931
2018,"ARE","78400112",78408028,"ISCED 3A","ISCED 3A","male","yes","yes",554.857,457.886,432.757,1.74286,"yes","yes",NA,"1","3+","1","101-200",-0.1981,0.939
2018,"ARE","78400112",78408105,"ISCED 3A","ISCED 3A","female","yes","yes",699.157,611.164,539.428,1.74286,"yes","yes",NA,"2","3+","2","26-100",1.1145,1.3304
2018,"ARE","78400112",78409633,"ISCED 3A","ISCED 3A","male","yes","yes",465.056,385.895,454.102,1.74286,"yes","yes",NA,"3+","2","2","101-200",1.0939,1.3064
2018,"ARE","78400112",78410041,"ISCED 3A","ISCED 3A","male","yes","yes",574.037,460.211,570.728,1.74286,"yes","yes",NA,"1","2","1","26-100",0.1632,0.8487
2018,"ARE","78400112",78410189,"ISCED 3A","ISCED 3A","male","yes","yes",407.188,432.775,485.587,1.8217,"yes","yes",NA,"1","2","1","26-100",-0.9856,0.5864
2018,"ARE","78400112",78411349,"ISCED 3A","ISCED 3A","male","yes","yes",605.765,619.28,585.119,1.74286,"yes","yes",NA,"2","3+","2","26-100",0.9027,1.3881
2018,"ARE","78400112",78411496,"ISCED 3A","ISCED 3A","male","yes","yes",540.816,445.76,452.256,1.8217,"yes","yes",NA,"1","3+","0","201-500",-0.0509,1.1515
2018,"ARE","78400112",78412214,"ISCED 3A","ISCED 3A","female","yes","yes",545.397,461.517,524.687,1.74286,"yes","yes",NA,"1","3+","1","11-25",0.402,0.0089
2018,"ARE","78400112",78412226,"ISCED 3A","ISCED 3A","male","yes","yes",564.903,504.376,558.7,1.74286,"yes","yes",NA,"1","1","1","26-100",-0.6242,-0.4917
2018,"ARE","78400112",78412702,"ISCED 3A","ISCED 3A","female","yes","yes",500.718,478.608,482.538,1.74286,"yes","yes",NA,"1","2","1","26-100",-0.8159,0.5022
2018,"ARE","78400112",78413815,"ISCED 3A","ISCED 3A","male","yes","yes",599.653,566.427,592.475,1.74286,"yes","yes",NA,"2","2","1","26-100",-0.3797,0.7595
2018,"ARE","78400112",78414096,"ISCED 3A","ISCED 3A","female","no","yes",171.251,251.43,268.542,1.74286,"yes","yes",NA,"1","1","1","11-25",-0.6355,0.4336
2018,"ARE","78400112",78414589,"ISCED 3A","ISCED 3A","female","yes","yes",641.233,613.747,653.635,1.74286,"yes","yes",NA,"2","3+","1","26-100",0.7024,1.3225
2018,"ARE","78400112",78414825,"ISCED 3A","ISCED 3A","male","yes","yes",596.89,644.975,605.738,1.74286,"yes","yes",NA,"2","1",NA,"101-200",-0.739,0.4827
2018,"ARE","78400112",78414905,"ISCED 3A","ISCED 3A","male","yes","yes",500.473,543.631,442.934,1.74286,"yes","yes",NA,"2","3+","1","26-100",0.2808,-0.3221
2018,"ARE","78400112",78418237,"ISCED 3A","ISCED 3A","male","yes","yes",624.188,518.776,539.338,1.74286,"yes","yes",NA,"1","2","1","26-100",-0.7275,0.5112
2018,"ARE","78400112",78419202,"ISCED 3B, C","ISCED 3A","female","yes","yes",638.074,545.515,471.523,1.74286,"yes","yes",NA,"1","3+","2","101-200",0.6294,1.2775
2018,"ARE","78400112",78419877,"ISCED 3A","ISCED 3A","female","yes","yes",449.393,359.999,380.014,1.74286,"yes","yes",NA,"1","3+","1","101-200",0.152,-0.1227
2018,"ARE","78400112",78420723,"ISCED 3A","ISCED 3A","female","yes","yes",455.397,337.777,364.184,1.74286,"yes","yes",NA,"1","1","1","11-25",-0.5498,0.5451
2018,"ARE","78400113",78400312,"ISCED 3A","ISCED 3A","female","yes","yes",494.398,490.953,434.94,2.08404,"no","no",NA,"2","2","2","101-200",0.3085,0.5254
2018,"ARE","78400113",78400468,"ISCED 3A","ISCED 3A","female","yes","yes",590.247,581.427,477.732,2.08404,"yes","no",NA,"1","3+","2","11-25",-0.4882,0.8185
2018,"ARE","78400113",78401854,"ISCED 3A","ISCED 3A","male","yes","yes",538.968,507.472,486.784,2.08404,"yes","no",NA,"1","3+","2","0-10",0.1517,0.804
2018,"ARE","78400113",78402597,"ISCED 3A","ISCED 3A","male","yes","yes",558.605,431.195,524.753,2.08404,"yes","yes",NA,"2","1","1","26-100",-0.9204,0.5942
2018,"ARE","78400113",78403351,"ISCED 3A","ISCED 3A","male","no","yes",554.207,536.137,454.563,2.38343,"yes","yes",NA,"2","3+","2","26-100",0.2453,0.8958
2018,"ARE","78400113",78403658,"ISCED 3A","ISCED 3A","female","yes","yes",523.739,481.928,472.391,2.08404,"yes","yes",NA,"2","1","0","0-10",-0.7822,0.5483
2018,"ARE","78400113",78404044,"ISCED 3A","ISCED 3A","female","yes","yes",458.967,409.627,417.413,2.08404,"yes","yes",NA,"3+","1","2","more than 500",-0.298,-0.1674
2018,"ARE","78400113",78404760,"ISCED 3A","ISCED 3A","male","yes","yes",607.925,539.405,551.772,2.08404,"yes","yes",NA,"2","2","1","0-10",-0.0241,0.6418
2018,"ARE","78400113",78405349,"ISCED 3A","ISCED 2","male","yes","yes",603.873,537.421,504.766,2.38343,"yes","yes",NA,"1","3+","0","11-25",-1.2347,0.3849
2018,"ARE","78400113",78406115,"ISCED 3A","ISCED 3A","male","yes","yes",530.027,485.821,510.097,2.38343,"yes","yes",NA,"1","1","1","0-10",-0.8827,0.4349
2018,"ARE","78400113",78406933,"ISCED 3A","ISCED 3A","female","yes","yes",433.403,488.16,480.534,2.08404,"yes","no",NA,"1","2","2","0-10",-0.3418,0.2873
2018,"ARE","78400113",78407170,"ISCED 3A","ISCED 3A","male","yes","yes",503.534,519.574,533.154,2.08404,"no","no",NA,"1","2","0","0-10",-0.4145,0.2628
2018,"ARE","78400113",78407310,"ISCED 3A","ISCED 3A","female","yes","yes",580.336,616.238,474.325,2.08404,"yes","no",NA,"1","2","2","11-25",0.0141,0.8241
2018,"ARE","78400113",78408297,"ISCED 3A","ISCED 3A","female","yes","yes",496.559,460.626,487.096,2.08404,"yes","yes",NA,"3+","2","1","0-10",0.2349,0.6444
2018,"ARE","78400113",78409468,"ISCED 3A","ISCED 3A","female","yes","yes",450.01,493.157,468.336,2.08404,"no","no",NA,"1","1","0","0-10",-1.7664,-0.125
2018,"ARE","78400113",78409826,"ISCED 3A","ISCED 3A","female","no","no",574.772,390.454,469.43,2.08404,"yes","yes",NA,"1","1","1","0-10",-1.9277,-0.0215
2018,"ARE","78400113",78410847,"ISCED 3B, C","ISCED 3A","female","yes","yes",435.794,366.604,382.052,2.08404,"yes","yes",NA,"1","3+","0","0-10",-0.3343,0.8914
2018,"ARE","78400113",78411830,"ISCED 3A","ISCED 3A","female","yes","yes",515.781,466.538,481.768,2.08404,"yes","yes",NA,"1","1","1","26-100",-0.8827,0.4328
2018,"ARE","78400113",78412481,"ISCED 3A","ISCED 3A","male","yes","yes",586.153,535.219,423.708,2.38343,"yes","no",NA,"1","1","2","0-10",-1.134,0.1673
2018,"ARE","78400113",78413319,"ISCED 3A","ISCED 3A","female","yes","yes",532.08,565.772,582.327,2.08404,"yes","no",NA,"1","1","1","26-100",-1.3644,0.2924
2018,"ARE","78400113",78413580,"ISCED 3A","ISCED 3A","male","yes","yes",413.388,446.285,460.694,2.08404,"no","no",NA,"1","1","1","11-25",-1.0415,0.305
2018,"ARE","78400113",78413751,"ISCED 3A","ISCED 3A","male","yes","yes",561.944,606.934,590.809,2.08404,"yes","no",NA,"1","2","1","26-100",-0.8739,0.594
2018,"ARE","78400113",78415273,"ISCED 3A","ISCED 3A","female","yes","yes",591.958,627.122,514.998,2.08404,"yes","no",NA,"2","3+","1","26-100",0.4365,1.0561
2018,"ARE","78400113",78415365,"ISCED 3A","ISCED 3A","male","yes","yes",613.569,552.111,625.673,2.38343,"no","no",NA,"1","2","0","26-100",-0.5343,0.5083
2018,"ARE","78400113",78416867,"ISCED 3A","ISCED 3A","female","yes","yes",349.718,413.093,437.062,2.08404,"no","yes",NA,"1","1","2","11-25",-0.3558,0.8141
2018,"ARE","78400113",78416919,"ISCED 3A","ISCED 3A","male","yes","yes",496.198,392.997,430.847,2.08404,"yes","no",NA,NA,"1","1","0-10",-0.5446,0.0702
2018,"ARE","78400113",78417004,"ISCED 3A","ISCED 3A","female","no","yes",444.874,440.919,404.972,2.08404,"yes","no",NA,"1","0","0","0-10",-1.4517,0.1129
2018,"ARE","78400113",78417400,"ISCED 3A","ISCED 3A","male","yes","yes",621.261,545.594,567.601,2.08404,"yes","no",NA,"3+","3+","1","26-100",0.1445,0.9269
2018,"ARE","78400113",78417780,"ISCED 3A","ISCED 3A","male","yes","yes",596.441,627.881,648.102,2.38343,"yes","no",NA,"1","3+","1","0-10",-0.5645,0.1451
2018,"ARE","78400113",78418211,"ISCED 3A","ISCED 3A","female","yes","yes",484.768,623.119,524.75,2.08404,"yes","no",NA,"1","1","0","more than 500",-1.2679,0.4657
2018,"ARE","78400113",78419235,"ISCED 3B, C","ISCED 3A","male","yes","yes",463.845,542.396,496.147,2.38343,"yes","no",NA,"1","3+","1","11-25",-0.3193,0.4988
2018,"ARE","78400113",78419726,"ISCED 3A","ISCED 3A","male","yes","yes",479.054,363.906,364.415,2.08404,"yes","no",NA,"1","1","0","0-10",-1.2741,0.2131
2018,"ARE","78400113",78420047,"ISCED 3A","ISCED 3A","female","yes","yes",481.16,383.951,420.745,2.08404,"yes","yes",NA,"2","2","2","11-25",0.5152,0.4191
2018,"ARE","78400113",78420833,"ISCED 3A","ISCED 3A","female","yes","yes",553.008,447.143,484.349,2.08404,"no","no",NA,"1","1","1","11-25",-1.2916,0.2272
2018,"ARE","78400114",78400814,"ISCED 3A","ISCED 3A","male","yes","yes",290.859,357.411,426.903,1.06452,"yes","yes",NA,"1","1",NA,"201-500",-1.108,-0.0148
2018,"ARE","78400114",78401070,"ISCED 3B, C","ISCED 3A","male","yes","yes",397.616,450.533,423.124,1.06452,"yes","yes",NA,"1","1","1","201-500",-0.3879,0.8951
2018,"ARE","78400114",78401458,"ISCED 3A","ISCED 3A","male","yes","yes",466.894,404.336,499.608,1.06452,"yes","yes",NA,"2","2","3+","11-25",0.518,0.6601
2018,"ARE","78400114",78401527,"ISCED 3A","ISCED 3A","male","yes","no",514.362,495.543,531.879,1.06452,"yes","yes",NA,"0","2","1","11-25",-1.643,0.4006
2018,"ARE","78400114",78402416,"ISCED 3A","ISCED 3A","male","yes","yes",561.884,571.052,569.867,1.06452,"yes","yes",NA,"1","2","1","more than 500",-0.435,1.0331
2018,"ARE","78400114",78404228,"ISCED 3A","ISCED 1","male","yes","yes",467.844,529.922,534.552,1.06452,"yes","yes",NA,"2","2","2","101-200",0.3916,0.0895
2018,"ARE","78400114",78404383,"ISCED 3A","ISCED 3A","male","yes","yes",507.289,487.081,524.863,1.06452,"yes","yes",NA,"1","1","2","26-100",-0.3184,0.7115
2018,"ARE","78400114",78404783,"ISCED 3A","ISCED 3A","male","yes","yes",558.994,338.149,465.663,1.06452,"yes","yes",NA,"1","2","1","11-25",-0.6407,0.5556
2018,"ARE","78400114",78405511,"ISCED 3A","ISCED 3A","male","yes","yes",366.274,405.498,453.146,1.06452,"yes","yes",NA,"2","3+","2","26-100",0.6463,1.0008
2018,"ARE","78400114",78406706,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",459.181,493.328,437.718,1.06452,"yes","no",NA,"3+","3+","1","101-200",0.617,1.0439
2018,"ARE","78400114",78406946,"ISCED 3A","ISCED 3A","male","yes","yes",543.538,496.138,537.958,1.06452,"yes","yes",NA,"3+","2","2","26-100",0.6375,0.2077
2018,"ARE","78400114",78407448,"less than ISCED1","ISCED 3A","male","yes","yes",420.918,522.989,506.692,1.06452,"yes","no",NA,"1","2","3+","0-10",-0.7253,0.2364
2018,"ARE","78400114",78409225,"ISCED 3A","ISCED 3A","male","yes","yes",535.222,568.41,602.591,1.06452,"yes","yes",NA,"1","1","1","11-25",-0.8317,0.328
2018,"ARE","78400114",78410658,"ISCED 3A","ISCED 3A","male","yes","yes",494.304,529.842,618.196,1.06452,"yes","no",NA,"2","3+","2","26-100",-0.0569,0.958
2018,"ARE","78400114",78410972,"ISCED 3A","ISCED 3A","male","yes","yes",450.812,478.376,463.792,1.06452,"yes","yes",NA,"2","2","2","0-10",0.3342,0.6438
2018,"ARE","78400114",78411281,"ISCED 2","ISCED 3B, C","male","yes","yes",412.636,397.98,445.938,1.06452,"yes","no",NA,"2","3+","3+","101-200",-0.4408,-0.2059
2018,"ARE","78400114",78411626,"ISCED 3A","ISCED 3A","male","yes","yes",351.445,278.473,439.544,1.06452,"yes","yes",NA,"2","3+",NA,"11-25",0.2632,1.0028
2018,"ARE","78400114",78412273,"ISCED 3A","ISCED 3A","male","no","yes",330.355,374.861,370.733,1.06452,"yes","yes",NA,"1","3+","2","11-25",0.4052,0.677
2018,"ARE","78400114",78413304,"ISCED 3A","ISCED 3A","male","yes","yes",470.821,494.063,517.544,1.06452,"yes","yes",NA,"1","2","1","11-25",-0.0737,0.5393
2018,"ARE","78400114",78413829,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",552.666,434.829,539.937,1.06452,"yes","yes",NA,"1","3+","2","26-100",0.1699,1.2359
2018,"ARE","78400114",78413891,"ISCED 3A","ISCED 3A","male","no","yes",563.831,516.821,469.266,1.05957,"yes","yes",NA,"1","2","2","201-500",-0.4376,0.7626
2018,"ARE","78400114",78413954,"ISCED 3A","ISCED 3A","male","yes","yes",593.118,659.725,664.805,1.06452,"yes","yes",NA,"1","2","2","26-100",-0.8185,-0.5692
2018,"ARE","78400114",78415262,"ISCED 3A","ISCED 3A","male","no","yes",435.524,480.789,483.15,1.06452,"no","yes",NA,"2","3+","3+","26-100",1.1006,0.6056
2018,"ARE","78400114",78416033,"ISCED 3A","ISCED 3A","male","yes","yes",461.149,420.781,445.768,1.06452,"yes","yes",NA,"1","2","1","0-10",-1.2684,-0.4365
2018,"ARE","78400114",78416045,"ISCED 3A","ISCED 3A","male","yes","yes",442.994,605.658,568.426,1.05957,"yes","yes",NA,"3+","3+","3+","26-100",1.6255,0.8804
2018,"ARE","78400114",78417246,"ISCED 3A","ISCED 3A","male","yes","yes",475.551,433.157,497.004,1.05957,"yes","yes",NA,"1","3+","2","26-100",0.3588,0.9061
2018,"ARE","78400114",78417923,"ISCED 3A","ISCED 3A","male","yes","yes",384.954,448.951,493.803,1.06452,"no","yes",NA,"2","0","2","26-100",-0.6772,0.3295
2018,"ARE","78400114",78419010,"ISCED 3A","ISCED 2","male","yes","yes",413.393,361.176,488.485,1.06452,"yes","no",NA,"1","2","0","26-100",-1.1392,-0.3136
2018,"ARE","78400115",78400708,"less than ISCED1","less than ISCED1","female","yes","yes",315.992,360.844,438.935,1.03226,"no","no",NA,"1","1","3+","11-25",-0.9783,-2.2126
2018,"ARE","78400115",78401114,"ISCED 3B, C","ISCED 3A","female","yes","yes",460.212,433.476,465.422,1.03226,"yes","no",NA,"1","2",NA,"26-100",0.1395,-0.2605
2018,"ARE","78400115",78402520,"ISCED 2","ISCED 2","female","yes","yes",428.419,364.855,485.49,1.03226,"yes","yes",NA,"2","1","3+","0-10",-0.2371,-0.0372
2018,"ARE","78400115",78403343,"ISCED 2","ISCED 2","female","yes","yes",436.436,446.3,477.513,1.03226,"yes","no",NA,"1","1","3+","11-25",0.0439,-0.961
2018,"ARE","78400115",78403548,"ISCED 3A","ISCED 3A","female","no","no",426.256,437.386,411.484,1.03226,"yes","no",NA,"1","0","1","0-10",-2.1806,-1.3591
2018,"ARE","78400115",78403893,"ISCED 2","ISCED 3B, C","female","no","yes",379.507,295.2,394.96,1.03226,"no","no",NA,"0","0","1","26-100",-2.9952,-1.0978
2018,"ARE","78400115",78404847,"ISCED 3B, C",NA,"female","yes","yes",494.346,350.493,411.151,1.03226,"no","yes",NA,"0","3+","1","11-25",-0.3717,0.3011
2018,"ARE","78400115",78407312,"ISCED 2","ISCED 2","female","no","no",368.481,413.26,465.697,1.03226,"no","no",NA,"1","0","1","0-10",-3.7597,-3.2448
2018,"ARE","78400115",78408114,"ISCED 3A","ISCED 3A","female","no","yes",355.061,304.453,317.045,1.03226,"yes","no",NA,"1","0","2","0-10",-1.8399,-0.5003
2018,"ARE","78400115",78408510,"ISCED 2","ISCED 3B, C","female","no","yes",498.072,495.178,506.229,1.03226,"yes","no",NA,"1","0","2","101-200",-1.6935,-1.4488
2018,"ARE","78400115",78410109,"ISCED 3A","ISCED 3A","female","yes","yes",400.654,465.134,428.64,1.03226,"yes","no",NA,"2","2","2","0-10",0.2933,0.8708
2018,"ARE","78400115",78411839,"ISCED 3B, C","ISCED 3A","female","yes","yes",422.024,423.364,473.596,1.03226,"yes","yes",NA,"2","2","1","0-10",-0.0739,0.6339
2018,"ARE","78400115",78414147,"ISCED 2","ISCED 3A","female","no","yes",388.78,437.724,480.05,1.03226,"yes","yes",NA,"1","0","2","11-25",-1.1634,-0.7632
2018,"ARE","78400115",78415003,"ISCED 3A","ISCED 2","female","no","yes",385.041,390.616,450.368,1.03226,"yes","no",NA,NA,NA,NA,"11-25",-1.6301,-0.1011
2018,"ARE","78400115",78415330,"ISCED 1","less than ISCED1","female","no","yes",534.053,451.08,480.797,1.03226,"yes","yes",NA,"1","0","3+","11-25",-1.4342,-1.8936
2018,"ARE","78400115",78415335,"ISCED 3A","ISCED 3A","female","no","yes",396.032,403.407,404.515,1.03226,"yes","yes",NA,"2","2","2","0-10",0.3194,-0.6043
2018,"ARE","78400115",78416122,"ISCED 3B, C","ISCED 3A","female","yes","yes",413.743,455.251,443.803,1.03226,"yes","no",NA,"2","2","2","26-100",-0.4423,0.0937
2018,"ARE","78400115",78417122,"ISCED 2","ISCED 3A","female","no","yes",441.681,425.905,488.113,1.03226,"no","no",NA,"2","0","1","0-10",-1.7873,-0.9546
2018,"ARE","78400115",78418099,"ISCED 2","ISCED 2","female","yes","no",553.89,444.628,473.581,1.03226,"yes","no",NA,"1","3+","2","0-10",-0.7249,-0.1296
2018,"ARE","78400115",78418611,"ISCED 2","ISCED 3A","female","yes","yes",271.482,224.752,239.876,1.03226,"no","no",NA,"0","2","0","11-25",-0.8881,-0.3113
2018,"ARE","78400115",78419393,"ISCED 3A","ISCED 2","female","no","yes",457.908,437.664,421.656,1.03226,"yes","no",NA,"1","0","2","0-10",-1.8449,-1.886
2018,"ARE","78400116",78400410,"ISCED 3A","ISCED 3A","female","yes","yes",406.054,467.728,425.874,3.77143,"yes","yes",NA,"2","3+","3+","26-100",0.926,0.8076
2018,"ARE","78400116",78400886,"ISCED 3A","ISCED 3A","male","no","yes",535.98,480.21,504.837,4.10068,"yes","yes",NA,"3+","1","1","101-200",-0.3972,0.4945
2018,"ARE","78400116",78401459,"ISCED 3A","ISCED 3A","female","yes","yes",520.783,501.553,478.366,3.93486,"yes","no",NA,"2","3+","3+","201-500",0.8686,0.8737
2018,"ARE","78400116",78402588,"ISCED 3A","ISCED 3A","male","yes","yes",464.493,499.767,510.563,4.10068,"yes","yes",NA,"3+","3+","3+","0-10",1.084,0.3526
2018,"ARE","78400116",78403209,"ISCED 3A","ISCED 3A","male","yes","yes",437.459,418.971,423.14,4.10068,"yes","yes",NA,"2","2","2","26-100",-0.1483,0.5463
2018,"ARE","78400116",78403286,"ISCED 3B, C","ISCED 3A","female","yes","yes",391.036,386.149,326.504,3.93486,"yes","yes",NA,"2","3+","3+","0-10",1.9818,0.2486
2018,"ARE","78400116",78404890,"ISCED 3A","ISCED 2","male","yes","yes",464.541,412.724,462.049,4.10068,"yes","yes",NA,"2","3+","2","101-200",0.5622,0.5139
2018,"ARE","78400116",78405677,"ISCED 3A","ISCED 3A","female","yes","yes",492.519,533.364,507.678,3.77143,"yes","yes",NA,"1","1","2","26-100",-0.7666,0.0826
2018,"ARE","78400116",78405940,"ISCED 3A","ISCED 3A","female","yes","yes",399.536,406.441,459.446,3.77143,"yes","yes",NA,"2","1","1","26-100",-0.3611,0.2011
2018,"ARE","78400116",78406294,"ISCED 3A","ISCED 3A","male","yes","yes",450.424,469.859,512.829,4.10068,"yes","yes",NA,"3+","2","3+","101-200",0.0615,-0.0504
2018,"ARE","78400116",78406682,"ISCED 3A","ISCED 3B, C","male","yes","yes",418.706,423.498,361.969,4.10068,"yes","no",NA,"2","3+","1","more than 500",0.014,0.7688
2018,"ARE","78400116",78406749,"ISCED 3A","ISCED 3B, C","male","yes","yes",452.201,420.174,420.895,4.10068,"yes","no",NA,"3+","3+","3+","11-25",0.519,0.6473
2018,"ARE","78400116",78406841,"ISCED 3A","ISCED 3A","female","yes","yes",451.418,511.102,380.312,3.93486,"yes","no",NA,"2","2","2","201-500",-0.006,0.7184
2018,"ARE","78400116",78406944,"ISCED 3A","ISCED 3A","female","yes","yes",361.819,427.754,421.323,3.77143,"yes","yes",NA,"3+","3+","1","201-500",0.9345,0.7939
2018,"ARE","78400116",78407177,"ISCED 3A","ISCED 3A","female","yes","yes",538.964,537.629,449.556,3.77143,"yes","yes",NA,"3+","2","2","26-100",0.1072,0.723
2018,"ARE","78400116",78408439,"ISCED 3A","ISCED 3A","male","no","yes",410.931,381.216,378.463,4.10068,"yes","yes",NA,"2","0","2","0-10",-0.9114,0.1883
2018,"ARE","78400116",78408932,"ISCED 3A","ISCED 3A","male","no","yes",432.089,387.105,389.907,4.10068,"no","no",NA,"2","3+","1","0-10",0.0743,0.468
2018,"ARE","78400116",78408980,"ISCED 3A","ISCED 3A","female","yes","no",305.127,294.444,327.022,3.93486,"yes","no",NA,"1","2","3+","26-100",-0.0222,-0.4598
2018,"ARE","78400116",78409137,"ISCED 3B, C","ISCED 3A","female","yes","yes",529.828,523.715,462.666,3.93486,"yes","yes",NA,"1","2","1","11-25",-0.7058,0.159
2018,"ARE","78400116",78409194,"ISCED 3A","ISCED 3A","male","yes","yes",420.672,363.574,415.466,3.77143,"yes","yes",NA,"3+","3+","3+","26-100",2.2302,1.0775
2018,"ARE","78400116",78410537,"ISCED 3A","ISCED 3B, C","male","yes","yes",411.358,425.959,403.927,3.77143,"yes","yes",NA,"3+","3+","3+","0-10",0.9151,0.5978
2018,"ARE","78400116",78410572,"ISCED 3A","ISCED 3B, C","male","yes","yes",490.249,558.496,586.637,3.77143,NA,"no",NA,"2","2","3+","26-100",-0.1121,-1.011
2018,"ARE","78400116",78411243,"ISCED 3A","ISCED 3A","male","yes","yes",487.978,404.712,378.198,3.77143,"yes","yes",NA,"2","3+",NA,"26-100",0.6776,0.8152
2018,"ARE","78400116",78411536,"ISCED 3A","ISCED 3B, C","male","yes","yes",432.305,423.989,432.32,3.77143,"yes","yes",NA,"2","3+","2","11-25",0.7006,1.0586
2018,"ARE","78400116",78411917,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",502.445,447.16,407.735,3.77143,"yes","yes",NA,"3+","3+","3+","11-25",1.1704,0.7662
2018,"ARE","78400116",78413041,"ISCED 3A","ISCED 3A","male","yes","yes",427.861,399.232,317.274,4.10068,"yes","yes",NA,"1","3+","2","201-500",-0.5458,-0.2691
2018,"ARE","78400116",78413957,"ISCED 2","ISCED 2","female","yes","yes",457.097,391.241,415.977,3.77143,"yes","no",NA,"2","1","2","26-100",-0.7479,-0.869
2018,"ARE","78400116",78414575,"ISCED 3A","ISCED 3A","female","yes","yes",356.033,443.177,420.555,3.93486,"yes","yes",NA,"3+","3+","1","more than 500",0.7163,1.1261
2018,"ARE","78400116",78414798,"ISCED 3A","ISCED 3B, C","female","yes","yes",487.453,425.181,390.508,3.93486,"yes","no",NA,"3+","3+","3+","101-200",2.3138,1.2506
2018,"ARE","78400116",78415032,"ISCED 3A","ISCED 3A","male","no","yes",475.965,441.248,461.358,4.10068,"yes","no",NA,"2","2","2","11-25",-0.3765,0.0164
2018,"ARE","78400116",78416135,"ISCED 3A","ISCED 3A","female","no","yes",435.184,472.804,426.095,3.93486,"yes","no",NA,"2","0","1","201-500",-1.1946,-0.2234
2018,"ARE","78400116",78418741,"ISCED 3A","ISCED 3A","female","yes","yes",397.109,464.719,391.34,3.93486,"yes","yes",NA,"1","2","2","0-10",-0.4667,0.4324
2018,"ARE","78400116",78420221,"ISCED 3A","ISCED 3A","female","yes","yes",544.515,554.882,485.315,3.93486,"yes","yes",NA,"1","3+","2","11-25",0.1516,0.2988
2018,"ARE","78400117",78400784,"ISCED 3A","ISCED 3A","female","yes","yes",308.381,355.726,366.307,1.9202,"yes","no",NA,"3+","2","3+","11-25",0.8256,0.5687
2018,"ARE","78400117",78401291,"ISCED 3A","ISCED 3A","female","yes","yes",462.193,505.277,442.394,1.9202,"yes","no",NA,"3+","3+","3+","11-25",2.0346,0.2206
2018,"ARE","78400117",78401675,"ISCED 3B, C","ISCED 3A","female","yes","yes",364.809,372.788,296.985,1.9202,"yes","no",NA,"1","1","1","26-100",-1.1493,-0.5603
2018,"ARE","78400117",78402370,"ISCED 3B, C","ISCED 3B, C","female","no","yes",353.983,250.036,257.154,1.9202,"yes","yes",NA,"2","2","3+","0-10",1.3312,-0.3083
2018,"ARE","78400117",78403075,"ISCED 3A","ISCED 3B, C","female","yes","yes",365.709,248.229,315.376,1.9202,"yes",NA,NA,"3+","3+","3+","26-100",2.2081,0.21
2018,"ARE","78400117",78403096,"ISCED 2","ISCED 3B, C","female","yes","no",308.733,278.001,351.347,1.9202,"yes","no",NA,NA,NA,"3+","11-25",-0.846,0.4514
2018,"ARE","78400117",78403814,"ISCED 3A","ISCED 2","female","yes","yes",297.656,277.854,377.874,1.9202,"yes","yes",NA,"3+","2","3+","more than 500",1.0713,1.188
2018,"ARE","78400117",78404047,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",329.138,238.02,336.72,1.9202,"yes","yes",NA,NA,"2","1","11-25",-0.1042,-0.8175
2018,"ARE","78400117",78404520,"ISCED 2","ISCED 1","female","no","yes",366.55,356.682,452.035,1.9202,"no","yes",NA,"2","2","2","11-25",-0.4414,0.2097
2018,"ARE","78400117",78404573,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",292.986,255.41,289.378,1.9202,"yes","yes",NA,"2","3+","3+","0-10",2.2135,-0.0936
2018,"ARE","78400117",78404666,"ISCED 3A","ISCED 3B, C","female","yes","yes",334.253,270.383,322.322,1.9202,"yes","yes",NA,"2","3+","3+","101-200",2.2135,0.9202
2018,"ARE","78400117",78405299,"ISCED 3A","ISCED 3A","female",NA,"yes",383.234,353.174,404.787,1.9202,"yes","yes",NA,"3+","3+","3+","more than 500",2.6341,1.9769
2018,"ARE","78400117",78407375,"ISCED 3A","ISCED 3B, C","female","no","yes",359.108,359.576,342.765,1.9202,"yes","no",NA,"3+","1","3+","26-100",0.9703,0.5772
